"beds","baths","sqft","lot_size","property_type","exterior_walls","roof","basement","restaurants","groceries","nightlife","cafes","shopping","arts_entertainment","beauty_spas","active_life","median_age","married","college_grad","property_tax","insurance","median_school","num_schools","two_and_two","during_recession","property_age","school_score","tx_price"
3,2,1452,0,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,21,5,2,1,17,0,14,8,32,46,58,244,74,8,3,0,0,39,24,330000
3,2,1452,1760,"Single-Family","Other","Composition Shingle",1,13,6,0,3,21,0,3,6,42,66,56,299,91,3,3,0,0,33,9,360000
3,2,1452,1540,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,10,2,0,1,11,3,5,7,35,55,71,389,118,6,3,0,0,34,18,455000
3,2,1452,2535,"Apartment / Condo / Townhouse","Metal","Other",1,25,2,0,2,25,1,15,8,35,93,62,325,99,6,2,0,0,23,12,324000
3,2,1452,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,3,0,0,0,1,0,1,7,40,92,79,349,89,7,3,0,0,10,21,350000
3,2,1456,1500,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,14,2,4,2,8,3,3,9,38,83,67,348,106,6,1,0,0,21,6,400000
3,2,1459,52707,"Single-Family","Siding (Alum/Vinyl)","Other",0,1,0,1,0,1,1,0,1,37,86,41,308,87,5,3,0,1,37,15,262000
3,2,1468,10175,"Single-Family","Brick","Composition Shingle",1,41,6,2,2,26,1,19,7,42,71,20,467,142,4,3,0,0,61,12,475000
3,2,1475,9334,"Single-Family","Brick","Asphalt",1,65,12,7,3,72,3,38,9,30,88,40,504,153,3,3,0,0,60,9,420000
3,2,1483,0,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,124,12,10,15,111,12,65,41,32,32,88,450,137,7,3,0,1,7,21,467000
3,2,1484,1825,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,21,3,1,3,17,2,13,8,42,55,72,307,93,7,3,0,0,19,21,440000
3,2,1496,2378,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,6,1,0,10,31,68,54,323,98,8,1,0,1,32,8,309900
3,2,1496,1542,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,32,3,2,1,24,1,15,10,44,77,53,295,90,8.5,2,0,0,24,17,444000
3,2,1501,1542,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,32,3,2,1,24,1,15,10,44,77,53,327,99,8.5,2,0,0,27,17,345000
3,2,1503,10254,"Single-Family","Other","Composition Shingle",1,38,13,2,5,48,2,22,3,34,40,36,368,112,4,3,0,1,60,12,400000
3,2,1506,0,"Apartment / Condo / Townhouse","Brick","Missing",0,72,12,10,9,95,1,54,26,47,28,42,255,84,2,3,0,0,28,6,223500
3,2,1508,9827,"Single-Family","Other","Composition Shingle",1,7,1,0,3,10,2,10,7,41,62,41,409,124,4,3,0,0,56,12,341500
3,2,1510,0,"Apartment / Condo / Townhouse","Brick","Missing",0,72,12,10,9,95,1,54,26,47,28,42,251,83,2,3,0,1,38,6,306000
3,2,1512,2613,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,42,4,1,7,35,3,21,24,45,61,70,385,117,6,3,0,0,29,18,438950
3,2,1514,0,"Apartment / Condo / Townhouse","Wood","Composition Shingle",1,70,10,3,8,93,5,40,24,34,58,76,286,87,7,3,0,0,11,21,340000
3,2,1518,0,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,25,2,3,3,8,0,9,6,39,36,37,257,78,8,3,0,1,19,24,260000
3,2,1522,1760,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,1,0,0,3,44,77,62,352,107,6,3,0,0,25,18,415000
3,2,1524,0,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,31,13,0,5,41,2,18,2,41,70,61,317,96,4,3,0,1,6,12,345000
3,2,1532,1812,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,10,1,1,0,9,0,11,8,36,75,64,360,109,9,2,0,0,36,18,320000
3,2,1534,10023,"Single-Family","Brick","Composition Shingle",1,67,14,4,6,95,3,20,17,43,73,41,409,124,3,3,0,0,50,9,399900
3,2,1540,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",0,4,0,1,0,4,1,10,8,34,82,35,269,69,6,3,0,1,38,18,228000
3,2,1540,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",0,3,0,1,0,4,1,1,3,34,82,35,266,68,6,3,0,1,37,18,239000
3,2,1541,87991,"Single-Family","Siding (Alum/Vinyl)","Missing",1,0,0,0,0,1,0,0,0,46,92,35,307,87,8,3,0,1,35,24,310000
3,2,1544,1964,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,95,22,17,14,94,7,40,21,40,50,55,430,131,3,3,0,1,15,9,415000
3,2,1546,1600,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,13,7,1,1,23,1,12,8,40,76,64,359,109,4,3,0,0,16,12,385000
3,2,1548,16988,"Single-Family","Brick","Composition Shingle",1,44,7,1,2,40,2,24,13,34,59,63,433,132,8,3,0,0,57,24,325000
3,2,1550,13939,"Single-Family","Combination","Composition Shingle",1,132,16,16,17,109,6,60,37,48,60,77,635,184,9,3,0,0,63,27,245000
3,2,1554,3767,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,22,10,1,3,33,1,22,6,41,62,41,284,86,4,3,0,0,60,12,324999
3,2,1556,1742,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,108,5,20,22,242,4,95,31,39,79,76,524,159,8,3,0,0,18,24,469335
3,2,1560,20908,"Single-Family","Wood","Other",1,13,6,0,3,10,1,4,4,52,81,73,562,171,4,3,0,0,57,12,607000
3,2,1564,9282,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,11,6,0,3,9,0,3,6,37,85,72,397,121,3,3,0,0,28,9,460000
3,2,1574,0,"Apartment / Condo / Townhouse","Other","Other",1,134,5,22,28,314,7,96,34,64,52,63,360,110,8,3,0,0,20,24,381000
3,2,1575,1759,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,10,3,2,1,16,1,18,10,38,69,42,228,64,8,3,0,0,24,24,305000
3,2,1582,10890,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,1,1,0,3,0,1,1,45,80,80,438,133,6,3,0,0,44,18,272500
3,2,1586,13068,"Single-Family","Metal","Asphalt",1,33,5,2,4,31,2,14,12,34,80,70,426,129,6.5,2,0,1,41,13,395000
3,2,1590,11325,"Single-Family","Missing","Asphalt",1,47,3,3,4,51,2,32,13,38,78,51,397,102,6,3,0,0,20,18,450000
3,2,1593,0,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,49,1,4,6,158,3,31,14,40,40,74,307,93,7,3,0,0,18,21,300000
3,2,1594,1594,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,53,5,6,8,51,4,35,14,31,61,38,409,125,4,3,0,0,0,12,243000
3,2,1600,2561,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,61,4,7,5,35,4,37,12,30,60,69,344,104,7,3,0,0,14,21,449835
3,2,1600,1846,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,27,4,3,1,22,3,23,14,35,80,72,425,129,5,3,0,0,1,15,214000
3,2,1600,1720,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,0,0,0,0,5,0,0,3,31,80,47,294,83,8,3,0,1,0,24,290889
3,2,1614,7013,"Single-Family","Siding (Alum/Vinyl)","Missing",1,5,2,0,1,4,0,2,4,31,68,17,367,72,3,3,0,1,49,9,212000
3,2,1614,2688,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,52,4,8,4,70,3,44,9,29,80,24,259,73,4,3,0,0,13,12,384900
3,2,1620,0,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,32,13,0,5,42,2,18,2,29,58,21,324,98,4,3,0,0,0,12,428002
3,2,1621,1120,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,17,1,1,1,26,0,4,2,34,77,71,344,104,8,3,0,0,0,24,540000
3,2,1624,1057,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Other",1,16,4,0,2,14,0,13,6,34,62,72,377,114,8,3,0,1,9,24,422000
3,2,1625,1595,"Apartment / Condo / Townhouse","Wood","Composition Shingle",1,18,2,1,3,11,3,11,10,34,49,54,307,93,6,3,0,0,29,18,218000
3,2,1629,0,"Apartment / Condo / Townhouse","Missing","Asphalt",0,11,1,3,1,14,3,7,7,31,57,78,286,73,8,2,0,0,0,16,289990
3,2,1632,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,28,1,2,1,32,3,25,11,36,83,74,373,96,8,3,0,0,16,24,355000
3,2,1636,2178,"Apartment / Condo / Townhouse","Brick","Missing",0,69,9,14,12,60,9,35,49,37,41,53,469,156,4,3,0,0,5,12,499900
3,2,1637,6969,"Single-Family","Missing","Composition Shingle",0,4,1,0,2,9,2,13,5,37,69,60,368,94,6,3,0,0,21,18,265000
3,2,1638,0,"Apartment / Condo / Townhouse","Brick","Other",1,98,18,18,18,93,8,49,20,52,33,53,326,99,3,3,0,1,26,9,365000
3,2,1640,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,0,0,0,0,4,0,1,1,36,80,67,325,83,7,3,0,0,18,21,209900
3,2,1640,1400,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,36,13,2,1,30,1,26,6,40,57,57,319,97,3,3,0,0,0,9,347903
3,2,1650,10800,"Single-Family","Brick","Shake Shingle",1,7,2,0,0,9,1,6,12,37,78,45,352,107,5,3,0,0,54,15,297000
3,2,1654,8102,"Single-Family","Brick","Composition Shingle",1,110,19,6,13,86,3,26,19,28,71,37,520,158,3,3,0,0,67,9,600000
3,2,1661,1575,"Single-Family","Brick","Composition Shingle",1,27,7,5,8,28,1,24,6,54,55,81,409,124,9,3,0,0,28,27,450000
3,2,1661,3057,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,7,0,3,1,5,2,4,2,34,73,73,340,103,8,3,0,0,26,24,395000
3,2,1662,2614,"Apartment / Condo / Townhouse","Missing","Composition Shingle",0,10,1,1,3,13,1,11,7,34,82,35,286,73,6,3,0,1,40,18,232600
3,2,1672,1734,"Apartment / Condo / Townhouse","Brick","Asphalt",1,30,5,3,4,29,2,30,15,33,53,71,541,165,9,3,0,0,24,27,550000
3,2,1672,1803,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Asphalt",1,0,0,0,0,6,0,0,0,31,80,47,300,85,6,2,0,1,6,12,255000
3,2,1674,1842,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,9,1,0,3,7,0,13,5,32,78,58,327,99,6,3,0,0,12,18,407200
3,2,1682,9456,"Single-Family","Brick","Composition Shingle",1,30,10,1,4,32,1,19,4,41,70,61,418,127,4,3,0,1,48,12,485000
3,2,1682,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,37,6,5,4,41,1,39,11,33,60,56,300,77,3,3,0,0,18,9,226000
3,2,1682,1808,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,0,0,0,0,6,0,0,0,31,80,47,290,82,6,2,0,0,1,12,395000
3,2,1686,2047,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,26,3,1,4,27,2,18,11,29,81,41,286,81,9,1,0,0,0,9,389990
3,2,1691,13939,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,7,2,0,1,14,0,9,8,40,76,64,426,129,4,3,0,1,26,12,489000
3,2,1692,1598,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,26,4,0,2,45,0,18,15,42,65,65,434,132,5,3,0,0,0,15,247640
3,2,1695,0,"Apartment / Condo / Townhouse","Brick","Other",1,66,10,5,10,23,6,49,14,56,24,66,352,107,5,3,0,0,24,15,525000
3,2,1696,5675,"Single-Family","Brick veneer","Composition Shingle",1,117,8,12,13,69,7,51,48,39,88,93,471,163,5,3,0,1,71,15,525000
3,2,1705,0,"Apartment / Condo / Townhouse","Brick","Missing",1,88,17,18,18,88,6,47,25,59,54,57,290,88,3,3,0,0,29,9,271900
3,2,1706,1173,"Apartment / Condo / Townhouse","Other","Composition Shingle",1,25,6,4,7,33,2,19,13,44,70,54,594,181,8,3,0,1,0,24,679370
3,2,1708,1899,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,29,3,2,3,15,2,14,6,34,62,72,377,114,8,3,0,1,6,24,360000
3,2,1710,0,"Apartment / Condo / Townhouse","Brick","Missing",1,204,11,40,28,134,10,74,79,36,25,91,630,218,9,3,0,0,32,27,600000
3,2,1722,1977,"Apartment / Condo / Townhouse","Brick","Other",1,25,4,1,5,15,1,20,12,34,66,72,400,122,8,3,0,0,23,24,215570
3,2,1725,2108,"Apartment / Condo / Townhouse","Wood","Composition Shingle",1,8,2,0,2,9,1,4,8,44,89,87,450,137,5,3,0,0,12,15,450000
3,2,1729,15681,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,67,13,4,5,55,2,49,22,34,71,55,319,97,5,3,0,1,48,15,342500
3,2,1734,5519,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,51,6,8,9,54,7,36,38,42,66,77,526,174,3,3,0,1,86,9,566700
3,2,1750,1746,"Apartment / Condo / Townhouse","Wood","Other",1,8,1,0,1,12,0,4,10,48,66,85,404,123,7,3,0,0,23,21,430000
3,2,1752,1981,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,26,7,4,5,28,1,20,14,28,44,52,337,112,2,3,0,0,6,6,319500
3,2,1760,1790,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,13,1,1,1,8,2,12,6,32,78,57,299,85,6,3,0,0,1,18,335655
3,2,1768,2545,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,60,7,8,6,58,6,35,14,39,49,54,458,139,6,3,0,0,6,18,539900
3,2,1770,23086,"Single-Family","Brick","Composition Shingle",1,14,6,1,1,13,0,17,5,50,89,60,392,119,3,3,0,0,47,9,529600
3,2,1778,1711,"Single-Family","Brick","Missing",1,53,12,10,11,38,7,35,20,43,32,66,428,142,2,3,0,1,17,6,446151
3,2,1784,0,"Apartment / Condo / Townhouse","Missing","Composition Shingle",0,11,1,3,1,15,3,7,7,31,57,78,305,78,8,2,0,1,0,16,285810
3,2,1786,9270,"Single-Family","Siding (Alum/Vinyl)","Missing",0,116,13,11,9,110,7,83,25,38,89,56,337,117,7,3,0,1,66,21,457091
3,2,1787,2143,"Apartment / Condo / Townhouse","Brick","Asphalt",1,26,3,4,2,15,3,13,10,33,70,80,392,119,5,2,0,1,19,10,429000
3,2,1793,55756,"Single-Family","Combination","Missing",1,2,1,0,0,2,0,1,1,45,91,61,334,94,8,3,0,0,16,24,214900
3,2,1800,6943,"Single-Family","Brick veneer","Composition Shingle",1,109,18,6,14,94,6,32,29,36,80,84,561,195,9,3,0,0,49,27,203000
3,2,1800,11325,"Single-Family","Wood","Composition Shingle",1,6,1,0,0,7,1,9,8,37,79,75,327,99,5,3,0,0,39,15,346000
3,2,1806,20037,"Single-Family","Brick","Composition Shingle",1,6,3,0,1,5,0,4,8,46,71,62,594,181,4,3,0,0,47,12,630000
3,2,1806,1372,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,17,1,1,3,17,0,8,7,41,70,65,378,107,3,3,0,0,0,9,321610
3,2,1810,2178,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,14,1,0,1,25,4,18,8,32,82,45,354,91,8,3,0,0,17,24,399900
3,2,1814,2570,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,7,0,0,0,9,0,3,5,32,78,45,360,71,3,3,0,0,8,9,340000
3,2,1823,41817,"Single-Family","Missing","Composition Shingle",1,29,1,2,5,37,1,19,14,40,77,68,396,102,7,3,0,0,54,21,349900
3,2,1828,17424,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,2,0,0,0,9,2,2,10,41,89,61,343,83,4,3,0,1,26,12,262000
3,2,1833,2143,"Apartment / Condo / Townhouse","Wood","Composition Shingle",1,19,5,0,1,14,0,9,8,39,84,51,319,97,8,3,0,0,29,24,365000
3,2,1836,2278,"Apartment / Condo / Townhouse","Brick","Missing",1,0,0,0,0,5,0,0,0,31,80,47,290,82,6,2,0,1,7,12,291000
3,2,1840,2613,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,21,4,1,2,14,1,10,10,31,69,61,329,84,7,2,0,0,11,14,300000
3,2,1842,0,"Apartment / Condo / Townhouse","Brick","Missing",1,78,18,15,15,70,6,45,30,45,47,54,327,99,3,3,0,0,31,9,345000
3,2,1842,5227,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,8,0,0,0,9,0,9,13,37,97,74,329,84,7,3,0,0,13,21,325000
3,2,1848,4792,"Single-Family","Missing","Composition Shingle",1,6,2,0,1,10,2,15,5,37,69,60,367,94,6,3,0,1,22,18,290000
3,2,1854,9565,"Single-Family","Brick","Composition Shingle",1,68,14,7,3,52,3,39,10,29,85,36,303,92,3,3,0,0,49,9,293000
3,2,1857,2622,"Apartment / Condo / Townhouse","Combination","Missing",1,46,10,4,1,42,0,20,3,40,75,47,274,78,5,3,0,1,7,15,247000
3,2,1858,2242,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,22,1,4,0,18,1,12,9,40,68,70,471,143,6,2,0,0,0,12,382921
3,2,1862,5344,"Single-Family","Brick veneer","Composition Shingle",1,55,9,3,6,46,6,18,36,41,57,78,551,191,9,3,0,1,72,27,643000
3,2,1864,0,"Apartment / Condo / Townhouse","Missing","Composition Shingle",0,11,1,3,1,15,3,7,7,31,57,78,313,80,8,2,0,0,0,16,367139
3,2,1866,10654,"Single-Family","Brick","Composition Shingle",1,46,3,8,5,32,3,24,13,43,70,52,392,119,4,2,0,0,55,8,309000
3,2,1875,1540,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,63,3,6,8,79,12,25,30,41,56,74,401,122,7,3,0,1,32,21,446000
3,2,1878,2178,"Apartment / Condo / Townhouse","Wood","Composition Shingle",1,8,2,0,2,9,1,4,6,44,89,87,434,132,5,3,0,0,12,15,420000
3,2,1884,1821,"Single-Family","Siding (Alum/Vinyl)","Missing",1,28,6,0,4,33,5,19,26,35,54,72,375,124,4,3,0,0,4,12,370000
3,2,1885,0,"Apartment / Condo / Townhouse","Brick","Missing",0,123,9,19,22,128,20,127,47,36,37,80,586,195,4,3,0,0,3,12,385000
3,2,1900,1140,"Apartment / Condo / Townhouse","Other","Missing",1,54,6,7,6,49,1,26,25,35,28,89,390,129,2,3,0,1,12,6,450000
3,2,1910,1986,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,18,1,3,0,7,1,8,6,42,80,63,377,114,6,2,0,0,13,12,279900
3,2,1912,1742,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,8,2,0,2,3,0,7,5,31,93,76,402,103,7,1,0,0,0,7,496876
3,2,1918,3057,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,7,0,3,1,5,2,4,2,34,73,73,352,107,8,3,0,0,15,24,339900
3,2,1920,3049,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,22,1,1,2,21,0,21,6,40,73,86,553,168,9,3,0,0,13,27,675000
3,2,1934,1556,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,46,2,2,9,158,6,31,9,38,56,75,426,129,9,3,0,1,24,27,471500
3,2,1936,6098,"Single-Family","Brick veneer","Composition Shingle",1,84,18,4,7,83,6,25,32,41,69,56,464,161,5,3,0,0,62,15,565000
3,2,1940,14374,"Single-Family","Brick veneer","Composition Shingle",1,164,11,39,27,104,11,82,86,36,64,90,683,237,9,3,0,0,49,27,400000
3,2,1950,9465,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,39,6,3,2,38,1,22,5,39,74,57,411,125,4,3,0,0,65,12,445000
3,2,1984,2141,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Composition Shingle",1,79,8,4,9,180,6,49,23,34,58,76,482,147,7,3,0,1,10,21,526000
3,2,1988,11325,"Single-Family","Brick","Composition Shingle",1,7,1,1,0,23,1,5,7,37,81,34,336,102,6,3,0,0,58,18,350000
3,2,2008,3484,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,2,0,0,0,2,0,2,8,37,97,74,392,101,7,3,0,0,3,21,474000
3,2,2008,2040,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,26,3,1,3,13,1,16,7,34,91,59,426,129,7,2,0,0,3,14,400000
3,2,2014,6272,"Single-Family","Brick","Asphalt",1,56,7,9,3,23,15,33,39,33,47,45,540,179,4,3,0,0,58,12,667000
3,2,2016,6098,"Single-Family","Wood","Composition Shingle",0,38,5,7,5,47,6,24,34,30,65,81,611,212,9,3,0,0,28,27,489000
3,2,2017,2561,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,26,3,4,2,15,3,13,10,33,70,80,378,115,5,2,0,0,11,10,400000
3,2,2030,7000,"Single-Family","Brick veneer","Other",1,10,3,1,3,16,7,9,18,41,78,81,647,224,9,3,0,0,60,27,753000
3,2,2036,2000,"Single-Family","Brick","Composition Shingle",1,52,6,6,10,90,5,33,22,39,85,55,545,166,8,3,0,1,10,24,548000
3,2,2038,43995,"Single-Family","Combination","Missing",0,0,0,0,0,0,0,0,1,36,81,49,352,100,7,3,0,1,36,21,310000
3,2,2038,2613,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,12,0,2,3,16,0,8,9,32,64,57,373,96,7,3,0,0,5,21,303000
3,2,2051,7326,"Single-Family","Siding (Alum/Vinyl)","Missing",1,10,3,3,1,17,1,18,11,43,88,57,277,78,8,3,0,0,22,24,395000
3,2,2062,1329,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Missing",1,20,7,0,3,28,5,13,23,35,54,72,375,124,4,3,0,1,15,12,482500
3,2,2076,2178,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,0,0,0,0,0,0,0,4,30,94,84,339,87,7,3,0,0,6,21,260000
3,2,2079,0,"Apartment / Condo / Townhouse","Brick","Missing",1,88,17,18,18,88,6,47,25,59,54,57,278,84,3,3,0,0,35,9,270000
3,2,2084,12196,"Single-Family","Brick","Shake Shingle",1,5,2,1,0,9,2,2,2,43,74,70,463,141,6,3,0,0,63,18,545000
3,2,2089,0,"Apartment / Condo / Townhouse","Brick","Missing",1,193,7,34,38,194,11,61,33,45,32,79,474,164,6,3,0,0,19,18,312000
3,2,2097,2966,"Apartment / Condo / Townhouse","Siding (Alum/Vinyl)","Asphalt",1,7,1,1,0,3,0,5,5,36,70,39,296,84,8,1,0,0,1,8,344000
3,2,2100,10572,"Single-Family","Brick","Composition Shingle",1,0,0,1,0,3,1,1,3,40,86,74,466,142,6,3,0,0,46,18,450000
3,2,2100,2178,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,29,3,2,4,41,1,18,10,35,50,66,300,77,7,3,0,0,14,21,320000
3,2,2102,7535,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,41,8,2,6,29,6,23,25,40,85,25,356,108,5,3,0,0,62,15,422500
3,2,2106,1950,"Apartment / Condo / Townhouse","Brick","Missing",1,69,15,16,16,60,8,39,24,52,65,82,413,137,2,3,0,0,21,6,365000
3,2,2112,10497,"Single-Family","Brick","Asphalt",1,41,14,2,4,58,3,18,5,43,74,70,429,131,4,3,0,0,54,12,352500
3,2,2112,2953,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,39,9,2,6,28,4,21,20,49,48,52,537,163,6,3,0,1,13,18,615000
3,2,2121,2178,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,12,1,1,1,10,0,14,4,34,67,61,402,103,7.5,2,0,0,0,15,451675
3,2,2128,2542,"Single-Family","Brick","Missing",1,69,15,16,16,61,8,38,24,52,65,82,406,134,2,3,0,0,23,6,485000
3,2,2130,3484,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,12,1,1,1,13,0,14,4,31,67,79,426,109,7.5,2,0,0,0,15,369000
3,2,2140,7405,"Single-Family","Wood","Composition Shingle",0,126,8,29,16,47,11,43,40,45,61,83,647,224,6,3,0,0,18,18,600000
3,2,2146,7148,"Single-Family","Brick veneer","Composition Shingle",0,139,9,26,21,55,14,44,41,45,61,83,496,172,6,3,0,0,48,18,599900
3,2,2155,1781,"Single-Family","Brick","Missing",1,50,13,7,9,43,8,44,25,32,34,76,515,171,2,3,0,0,10,6,699000
3,2,2172,2600,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,103,5,17,21,235,4,90,31,39,79,76,569,173,8,3,0,0,6,24,279000
3,2,2201,7448,"Single-Family","Brick veneer","Composition Shingle",1,55,10,3,4,50,4,40,28,41,70,95,554,192,9,3,0,0,53,27,590000
3,2,2204,2940,"Apartment / Condo / Townhouse","Brick","Missing",1,26,3,1,4,27,2,18,11,29,81,41,264,74,9,1,0,0,0,9,327990
3,2,2215,0,"Apartment / Condo / Townhouse","Missing","Missing",0,19,2,1,5,25,2,13,9,32,84,48,237,67,8.5,2,0,0,0,17,261885
3,2,2220,6098,"Single-Family","Brick","Other",1,41,6,7,4,46,13,28,30,34,57,72,575,191,4,3,0,1,56,12,705000
3,2,2236,1903,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,77,12,6,5,76,0,47,23,42,65,65,500,152,5,3,0,0,1,15,284857
3,2,2269,3232,"Apartment / Condo / Townhouse","Combination","Missing",1,21,3,3,2,26,2,21,12,37,85,53,321,91,7,3,0,0,18,21,395000
3,2,2296,1981,"Apartment / Condo / Townhouse","Missing","Missing",1,2,0,0,0,6,0,1,1,31,80,47,317,89,8,3,0,1,0,24,304320
3,2,2313,2613,"Apartment / Condo / Townhouse","Missing","Composition Shingle",1,0,0,0,0,0,0,5,3,34,67,61,422,108,8.5,2,0,0,2,17,409900
3,2,2320,21780,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,5,1,0,0,4,0,1,4,46,81,53,356,108,5.5,2,0,0,56,11,261250
3,2,2328,0,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,88,7,7,8,48,6,55,17,30,46,36,303,92,7,3,0,1,2,21,385000
3,2,2328,0,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,88,7,7,8,49,6,55,17,30,46,36,299,91,7,3,0,1,0,21,359000
3,2,2370,0,"Apartment / Condo / Townhouse","Other","Missing",1,66,11,8,8,70,2,50,16,31,50,37,465,154,1,3,0,1,1,3,588000
3,2,2376,51400,"Single-Family","Combination","Missing",1,0,0,0,0,1,1,0,0,46,92,35,370,104,8,3,0,1,31,24,340000
3,2,2384,0,"Single-Family","Missing","Composition Shingle",0,19,2,1,5,25,2,13,9,32,84,48,245,69,8.5,2,0,0,0,17,250000
3,2,2392,1568,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,58,5,4,7,79,5,85,25,47,41,78,778,237,9,3,0,0,0,27,646319
3,2,2432,2340,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,37,5,4,4,38,2,37,16,33,53,71,688,209,9,3,0,1,1,27,772890
3,2,2437,1827,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,84,14,3,6,58,2,57,21,34,71,55,471,143,5,3,0,1,5,15,505000
3,2,2439,1271,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,84,14,3,6,57,2,54,21,34,71,55,467,142,5,3,0,0,0,15,653931
